Geography,year,GDP,labor_part,PCI,HPI,purch_orig,refi_orig,hsng_affrdblty,migration_qtr,total_pop
Colorado,2005,220.45425,72.2194675,37927.7241796875,346.044103475,129.8966971,121.27249632,111.4200075,35.35838162,4643.50536425
Colorado,2006,231.91975,72.4063325,40056.104999999996,356.29046505,128.71782000000002,95.13299,103.7701275,47.24609,4730.5157500000005
Colorado,2007,245.949,72.25859,41899.025,360.551696725,116.87301,93.2672,109.6263375,42.95753,4814.684499999999
Colorado,2008,254.78400000000002,72.1499425,42572.9875,356.983198275,80.31567,76.43129,129.3478425,44.20002,4900.144249999999
Colorado,2009,247.27,70.93333,39763.0925,351.224300625,70.1301,168.79283,145.932895,40.409988,4981.81775
Colorado,2010,253.37475,70.0615375,39860.5075,340.551940175,58.33588,141.31252,140.0968375,35.711394999999996,5056.5517500000005
Colorado,2011,262.719,69.46114750000001,42898.3025,330.2156587,54.51845,105.36607000000001,146.4179925,34.408337,5124.987
Colorado,2012,272.79875000000004,68.8814675,45032.945,334.975960325,73.12946,166.65338,158.2082325,41.577771999999996,5195.9307499999995
Colorado,2013,286.8345,68.1512725,46782.0175,356.49447175,91.51226,125.01131,142.30525,44.28815,5272.0385
Colorado,2014,305.6325,67.7581975,49899.9975,386.9299954,101.16648,59.70834,133.4723475,57.87082,5354.799
Colorado,2015,315.20125,66.8960875,51846.1875,429.152128,121.45354999999999,107.80172,129.37688500000002,66.45016,5451.8865
Colorado,2016,322.6435,66.815535,52004.817500000005,475.8072494,144.79632,152.23705,123.90949499999999,52.49984,5539.8502499999995
Colorado,2017,340.446975,67.6329025,53177.97,520.612674575,153.23756,87.70904999999999,113.057065,42.579299999999996,5615.97025
Colorado,2018,353.6832,68.65402,54737.065,535.1606574,78.08265,38.95519,107.85696,19.634686000000002,5668.779
Connecticut,1990,101.83523750305176,70.84132500244141,26404.02455078125,249.575383925,20.703656183,3.675584439,83.72893725,-7.887693286,3293.74902925
Connecticut,1991,103.03814366760254,71.59316749999999,26526.9118359375,237.57218925,25.379984999999998,11.51155602,94.26804175000001,-14.297277464,3302.2854795000003
Connecticut,1992,107.74285125732422,71.37241499999999,28548.4230859375,234.96078590000002,22.237005281,19.658276999999998,106.11036250000001,-14.342155077000001,3301.8554985
Connecticut,1993,110.04915960693359,70.35319620483398,29459.888671875,231.0916183,28.829962000000002,33.107000071,121.0943675,-5.482802867,3310.0391625
Connecticut,1994,114.9389345489502,68.8747675,30167.86279296875,223.740029925,39.471004,17.111037937,124.9295775,-6.596129977,3317.0117505
Connecticut,1995,124.3498363494873,67.9056760168457,31705.931406249998,222.52466015,34.269727,19.623154165,120.07541,-1.951174491,3325.74432325
Connecticut,1996,129.71582503662108,68.0405,33127.5576171875,225.653364375,36.657166000000004,19.682677375,120.7562525,1.1255505239999999,3338.2072125
Connecticut,1997,140.10799407958984,68.32311750000001,35193.093515625,228.279774175,38.55376574,17.23982955,126.172315,3.311463417,3351.27486625
Connecticut,1998,147.91100077514648,67.67338420593262,37841.473046875,239.702097375,52.42305784,57.81115019,132.6834175,7.740270291,3367.859179
Connecticut,1999,154.70800216064453,67.93298,39784.479296875,252.59313695,57.42676926,31.864991156000002,130.9979975,13.788004993,3389.7273192499997
Connecticut,2000,169.00399952392578,67.99941638061523,43254.315,272.172554625,55.47448254,12.281552808,119.65120999999999,13.733892501,3414.289562
Connecticut,2001,175.2899941772461,67.39192706420899,45230.2439453125,296.11365539999997,58.29531605,76.69156506,127.7454125,13.400943666,3436.01278825
Connecticut,2002,178.0169984436035,67.51229874938966,44970.910234375,324.41700155,65.40316109,112.5554837,122.830125,18.944056408,3462.2873544999998
Connecticut,2003,183.5329993835449,67.27832259216308,45448.51578125,351.97832695,73.56352256,175.41333522,118.01322,9.441266928,3485.77115225
Connecticut,2004,200.4070053100586,66.56287135559081,47689.175859375,394.38182625,74.51320624,85.25912395,112.04989499999999,0.88289046,3497.58307075
Connecticut,2005,210.17025,67.07978107055663,50202.270625,442.80477605,78.93783287,83.43754563,106.73808,2.002399134,3508.54465925
Connecticut,2006,221.4195,67.8268325,54178.025,467.765759075,72.00647,67.88882000000001,101.54297075,-3.1319631,3518.28175
Connecticut,2007,236.64,68.54596749999999,57879.4175,468.95345362499995,67.05108,63.16852,106.6762825,1.786988,3529.6535000000003
Connecticut,2008,238.21125,68.98324,61196.8475,448.88411025,40.721998,50.292176,125.9890875,5.8234657,3547.62675
Connecticut,2009,233.56150000000002,68.8142275,60385.33,423.464207925,35.428244,89.80278,154.8978875,6.233185199999999,3564.314
Connecticut,2010,234.52825,68.1531425,62092.994999999995,407.9098592,31.55054,82.77247,144.971425,7.285694,3581.76625
Connecticut,2011,234.23275,67.5948475,63800.7475,394.7228977,27.812731,61.60514,158.81996,-0.04823850000000007,3592.6087500000003
Connecticut,2012,239.46175,66.3192725,64947.295,387.3200326,31.576780999999997,88.17671,186.5717875,-1.4663196,3598.44875
Connecticut,2013,240.9755,65.3153975,64019.645,384.137542725,37.96937,66.743414,177.01021250000002,-4.7390283,3602.24975
Connecticut,2014,244.62775,65.830265,66419.54,384.48248105,36.479338,24.013291,177.694785,-11.460365,3599.40425
Connecticut,2015,255.51699999999997,65.944865,68172.2475,391.280261925,38.696045,36.030404000000004,195.420715,-12.391528000000001,3592.9885
Connecticut,2016,259.9185,65.8654125,69096.8025,394.943438375,42.920487,42.155584,205.1049425,-8.651005,3587.529
Connecticut,2017,262.907175,66.54203000000001,70101.4375,400.577585075,38.296668,21.284859,197.40150500000001,-2.8809511,3588.17825
Connecticut,2018,272.6647,66.385925,71831.245,409.1350996,19.362364,10.280833,186.21256,-2.787675,3588.709
Delaware,1990,21.71748681518555,70.34618132934571,21455.22119140625,226.166172025,3.711151842,0.659803375,115.4232325,7.955480929,671.3063369500001
Delaware,1991,23.670064457702637,69.4337988684082,22258.65255859375,230.058595625,5.153242349,2.339667624,117.59291,8.37354686,684.558875
Delaware,1992,25.01614752380371,69.44863750610352,22871.72505859375,232.60479265,5.250377447,4.656980303,130.8364025,7.42898075,696.37054845
Delaware,1993,25.75531838973999,70.1548725,23379.69796875,233.67126485,4.00319014,4.463353394,147.81539750000002,7.49103362,707.742375
Delaware,1994,27.926222801208496,70.60112363769531,23920.432871093748,230.1121458,6.501530763,2.065960878,140.3696875,8.2841295,719.089525
Delaware,1995,29.990395347595214,69.4550075,24921.386796875,230.521150425,6.236520529,2.118715459,138.9379425,8.675937653,731.16315
Delaware,1996,31.40065644470215,68.6699825,26263.355722656248,234.5954562,6.708976128,2.476666389,142.395875,7.617926178,742.251975
Delaware,1997,33.67199877899171,67.60394004760742,27041.596015625,237.59315312500001,7.438432742,2.5006975000000002,149.8325825,8.226611227,752.9810749999999
Delaware,1998,37.29800081176758,67.90026253234863,29585.640078124998,245.375381975,9.972759018,7.612505877,162.172025,8.68397522,764.782275
Delaware,1999,41.340999603271484,67.64493861938476,31435.195625,254.753134825,10.707562066,4.762144899,168.8465225,8.429457664,776.46925
Delaware,2000,44.8509975,69.264595,34378.312031249996,269.39037475,10.615987301,2.42191096,161.997895,7.1304851320000004,787.5090250000001
Delaware,2001,47.7619999609375,69.73236,37355.7422265625,289.001060325,11.409403144,11.354188209,173.8967,6.456725844,796.98245
